Suburb,Type,Price,Result,Seller,Date,Bedroom,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Latitude,Longtitude,RegionName
Brunswick West,House,1345000,Sold,Nelson,3/03/2018,3,1,0,366,1925,Moreland City Council,-37.76285,144.94346,Northern Metropolitan
Bulleen,House,1000000,Passed In,hockingstuart,16/04/2016,4,2,3,672,1970,Manningham City Council,-37.7689,145.0895,Eastern Metropolitan
Bulleen,House,1340000,Sold,Barry Plant,7/05/2016,2,1,2,775,1965,Manningham City Council,-37.779,145.101,Eastern Metropolitan
Bulleen,House,1225000,Sold,Ray,7/05/2016,4,2,2,723,1970,Manningham City Council,-37.7724,145.1033,Eastern Metropolitan
Bulleen,House,1320000,Passed In,Jellis,14/05/2016,4,3,2,411,1970,Manningham City Council,-37.7698,145.083,Eastern Metropolitan
Bulleen,House,880000,Passed In,Barry Plant,4/06/2016,3,2,2,514,1960,Manningham City Council,-37.7683,145.0959,Eastern Metropolitan
Bulleen,Townhouse,975000,Passed In,Fletchers,4/06/2016,3,2,2,632,2013,Manningham City Council,-37.7813,145.102,Eastern Metropolitan
Bulleen,House,903000,Sold,Barry Plant,26/07/2016,2,1,1,591,1965,Manningham City Council,-37.7679,145.0978,Eastern Metropolitan
Bulleen,House,990000,Passed In,Barry Plant,6/08/2016,3,2,1,585,1950,Manningham City Council,-37.7689,145.099,Eastern Metropolitan
Bulleen,House,990000,Passed In,Barry Plant,22/08/2016,3,1,2,602,1975,Manningham City Council,-37.7674,145.0988,Eastern Metropolitan
Bulleen,Unit,851000,Sold,Jellis,3/09/2016,3,1,2,385,2000,Manningham City Council,-37.7599,145.0849,Eastern Metropolitan
Bulleen,House,1300000,Sold,Jellis,3/09/2016,4,1,2,717,1960,Manningham City Council,-37.7608,145.0862,Eastern Metropolitan
Bulleen,House,1235000,Sold,Jellis,3/09/2016,4,2,2,556,1957,Manningham City Council,-37.7657,145.0957,Eastern Metropolitan
Bulleen,House,1260000,Sold,Barry Plant,10/09/2016,4,2,2,730,1971,Manningham City Council,-37.7606,145.0932,Eastern Metropolitan
Bulleen,House,1100000,Passed In,Barry Plant,24/09/2016,4,2,2,693,1975,Manningham City Council,-37.7743,145.0863,Eastern Metropolitan
Bulleen,House,1475000,Passed In,Barry Plant,24/09/2016,4,2,2,617,1998,Manningham City Council,-37.7569,145.0913,Eastern Metropolitan
Bulleen,Townhouse,1250000,Sold Prior,Jellis,8/10/2016,3,2,2,315,1960,Manningham City Council,-37.7607,145.0853,Eastern Metropolitan
Bulleen,House,1302000,Sold Prior,Barry Plant,15/10/2016,4,2,2,475,1996,Manningham City Council,-37.765,145.0933,Eastern Metropolitan
Bulleen,House,1050000,Passed In,Fletchers,15/10/2016,3,2,1,728,1965,Manningham City Council,-37.7765,145.1031,Eastern Metropolitan
Bulleen,House,1490000,Sold,Fletchers,7/11/2016,5,3,2,796,1975,Manningham City Council,-37.7697,145.0871,Eastern Metropolitan
Bulleen,House,1075000,Sold,Jellis,12/11/2016,3,1,1,604,1960,Manningham City Council,-37.7711,145.0928,Eastern Metropolitan
Bulleen,House,1505000,Sold,Jellis,3/12/2016,4,3,2,410,2012,Manningham City Council,-37.7695,145.082,Eastern Metropolitan
Bulleen,House,905000,Sold,Barry Plant,10/12/2016,3,3,2,401,1965,Manningham City Council,-37.7733,145.0901,Eastern Metropolitan
Bulleen,House,1085000,Passed In,Barry Plant,10/12/2016,4,2,1,1124,1960,Manningham City Council,-37.7679,145.0958,Eastern Metropolitan
Bulleen,Unit,787000,Sold,Barry Plant,11/02/2017,3,1,2,306,1985,Manningham City Council,-37.7792,145.0903,Eastern Metropolitan
Bulleen,House,1303000,Sold Prior,Barry Plant,4/03/2017,4,2,2,670,1980,Manningham City Council,-37.7695,145.0869,Eastern Metropolitan
Bulleen,House,1300000,Sold,McGrath,18/03/2017,4,2,2,744,1985,Manningham City Council,-37.7791,145.086,Eastern Metropolitan
Bulleen,House,1100000,Sold,Barry Plant,8/04/2017,3,2,3,709,1970,Manningham City Council,-37.7612,145.0968,Eastern Metropolitan
Bulleen,Townhouse,599900,Sold,Barry Plant,6/05/2017,2,1,2,135,1970,Manningham City Council,-37.7787,145.0918,Eastern Metropolitan
Bulleen,Townhouse,910000,Sold Prior,Barry Plant,6/05/2017,4,2,2,190,2000,Manningham City Council,-37.7664,145.0884,Eastern Metropolitan
Bulleen,House,1730000,Sold,RT,13/05/2017,5,4,4,564,1955,Manningham City Council,-37.7735,145.0936,Eastern Metropolitan
Bulleen,Townhouse,950000,Passed In,Barry Plant,27/05/2017,4,2,2,189,2011,Manningham City Council,-37.76048,145.08476,Eastern Metropolitan
Bulleen,House,1310000,Sold,Jellis,27/05/2017,1,1,1,604,1999,Manningham City Council,-37.75981,145.08599,Eastern Metropolitan
Bulleen,House,1751000,Sold,Jellis,12/08/2017,4,3,4,646,1998,Manningham City Council,-37.77387,145.0889,Eastern Metropolitan
Bulleen,House,1240000,Sold,Purplebricks,19/08/2017,4,2,2,602,1970,Manningham City Council,-37.76012,145.0854,Eastern Metropolitan
Bulleen,House,980000,Passed In,Barry Plant,9/09/2017,3,2,1,573,1970,Manningham City Council,-37.77892,145.09281,Eastern Metropolitan
Bulleen,House,1225000,Passed In,Jellis,16/09/2017,4,1,2,753,1960,Manningham City Council,-37.77592,145.09714,Eastern Metropolitan
Bulleen,House,1331000,Sold,Barry Plant,23/09/2017,3,2,2,697,1970,Manningham City Council,-37.76823,145.08103,Eastern Metropolitan
Bulleen,House,1830000,Sold Prior,Jellis,28/10/2017,4,3,2,700,1998,Manningham City Council,-37.76125,145.09478,Eastern Metropolitan
Bulleen,House,1225000,Sold,Barry Plant,18/11/2017,4,2,3,668,1898,Manningham City Council,-37.7779,145.0827,Eastern Metropolitan
Bulleen,House,1198000,Sold,Fletchers,17/02/2018,3,2,2,650,1970,Manningham City Council,-37.77022,145.08623,Eastern Metropolitan
Bulleen,House,950000,Passed In,Jellis,24/02/2018,3,2,2,264,1980,Manningham City Council,-37.76548,145.08535,Eastern Metropolitan
Bulleen,House,1292000,Sold,Jellis,24/02/2018,4,2,1,733,1970,Manningham City Council,-37.77716,145.09366,Eastern Metropolitan
Bulleen,House,1310000,Passed In,Jellis,3/03/2018,4,3,2,358,2018,Manningham City Council,-37.76281,145.09159,Eastern Metropolitan
Bullengarook,House,865000,Sold,Raine,24/02/2018,4,2,0,42800,2000,Macedon Ranges Shire Council,-37.47154,144.53828,Northern Victoria
Bundoora,House,880000,Passed In,Ray,27/05/2017,4,2,2,520,2004,Banyule City Council,-37.68155,145.04945,Northern Metropolitan
Bundoora,House,755000,Sold Prior,Ray,17/06/2017,4,2,2,300,2014,Banyule City Council,-37.68223,145.07818,Northern Metropolitan
Bundoora,House,730000,Sold,Barry Plant,8/07/2017,3,1,1,612,1960,Banyule City Council,-37.70602,145.05945,Northern Metropolitan
Bundoora,House,900000,Passed In,Ray,15/07/2017,10,3,2,313,2006,Banyule City Council,-37.71098,145.05381,Northern Metropolitan
Bundoora,House,710000,Sold,Darren,15/07/2017,3,1,1,540,1968,Banyule City Council,-37.70636,145.05462,Northern Metropolitan
Bundoora,House,999000,Sold,Ray,22/07/2017,5,2,2,627,1991,Banyule City Council,-37.69264,145.0799,Northern Metropolitan
Bundoora,Townhouse,685000,Sold,Morrison,12/08/2017,4,2,1,287,1990,Banyule City Council,-37.69382,145.04831,Northern Metropolitan
Bundoora,House,725000,Sold,Barry Plant,12/08/2017,4,1,2,542,1980,Banyule City Council,-37.68238,145.06432,Northern Metropolitan
Bundoora,Townhouse,505000,Sold,Barry Plant,12/08/2017,2,1,2,90,1995,Banyule City Council,-37.70912,145.05181,Northern Metropolitan
Bundoora,House,1253000,Sold,Ray,12/08/2017,4,2,2,760,2000,Banyule City Council,-37.67935,145.05728,Northern Metropolitan
Bundoora,House,1234000,Sold,Barry Plant,19/08/2017,3,1,2,896,1965,Banyule City Council,-37.70042,145.0614,Northern Metropolitan
Bundoora,House,815000,Sold,Ray,26/08/2017,4,2,1,525,1965,Banyule City Council,-37.70765,145.05556,Northern Metropolitan
Bundoora,House,680000,Sold,Ray,3/09/2017,3,1,2,532,1977,Banyule City Council,-37.69669,145.04515,Northern Metropolitan
Bundoora,House,814000,Sold,Barry Plant,3/09/2017,3,1,2,542,1970,Banyule City Council,-37.70861,145.05691,Northern Metropolitan
Bundoora,House,715000,Sold Prior,Stockdale,3/09/2017,3,1,1,541,1960,Banyule City Council,-37.70603,145.05423,Northern Metropolitan
Bundoora,House,758000,Sold,Ray,9/09/2017,4,3,2,331,2010,Banyule City Council,-37.67998,145.07345,Northern Metropolitan
Bundoora,House,1505000,Sold,Barry Plant,16/09/2017,5,3,2,659,2015,Banyule City Council,-37.68591,145.07825,Northern Metropolitan
Bundoora,House,730000,Sold,Ray,16/09/2017,4,2,2,538,1970,Banyule City Council,-37.7002,145.06517,Northern Metropolitan
Bundoora,House,745000,Sold,Ray,23/09/2017,3,1,2,586,1970,Banyule City Council,-37.70762,145.07179,Northern Metropolitan
Bundoora,House,770000,Sold,Barry Plant,7/10/2017,4,2,1,537,1980,Banyule City Council,-37.69667,145.05403,Northern Metropolitan
Bundoora,Townhouse,438000,Sold,Ray,7/10/2017,2,2,2,105,2010,Banyule City Council,-37.678,145.05693,Northern Metropolitan
Bundoora,House,780000,Sold,HAR,21/10/2017,3,1,2,562,1985,Banyule City Council,-37.69252,145.05331,Northern Metropolitan
Bundoora,House,918000,Sold Prior,Barry Plant,21/10/2017,5,2,2,807,1960,Banyule City Council,-37.6972,145.05135,Northern Metropolitan
Bundoora,House,920000,Sold,Ray,28/10/2017,4,2,2,552,2001,Banyule City Council,-37.68473,145.05606,Northern Metropolitan
Bundoora,House,770000,Sold,Ray,28/10/2017,3,1,1,551,1970,Banyule City Council,-37.69939,145.06567,Northern Metropolitan
Bundoora,House,1755000,Sold,Barry Plant,11/11/2017,4,3,2,564,2012,Banyule City Council,-37.6869,145.0814,Northern Metropolitan
Bundoora,House,820500,Sold,Ray,18/11/2017,3,2,2,609,1970,Banyule City Council,-37.7049,145.0561,Northern Metropolitan
Bundoora,House,755000,Sold Prior,Barry Plant,9/12/2017,3,1,1,459,1970,Banyule City Council,-37.70415,145.06154,Northern Metropolitan
Bundoora,House,770000,Passed In,Barry Plant,9/12/2017,4,2,1,586,1970,Banyule City Council,-37.70772,145.07275,Northern Metropolitan
Bundoora,House,870000,Sold,Stockdale,6/01/2018,4,2,2,564,1978,Banyule City Council,-37.69465,145.06268,Northern Metropolitan
Bundoora,House,830000,Sold,Barry Plant,3/02/2018,4,2,2,596,1980,Banyule City Council,-37.69886,145.07974,Northern Metropolitan
Bundoora,House,817000,Sold,Barry Plant,24/02/2018,3,1,2,550,1970,Banyule City Council,-37.6963,145.07767,Northern Metropolitan
Bundoora,House,784000,Sold,Love,17/03/2018,4,2,3,593,1975,Banyule City Council,-37.69186,145.05017,Northern Metropolitan
Bundoora,House,760000,Passed In,Barry Plant,17/03/2018,5,3,2,521,1989,Banyule City Council,-37.68576,145.0524,Northern Metropolitan
Bundoora,House,962250,Sold,Ray,17/03/2018,3,2,2,588,2002,Banyule City Council,-37.71014,145.05526,Northern Metropolitan
Burnley,House,881000,Sold Prior,Jellis,16/04/2016,2,1,1,172,1900,Yarra City Council,-37.8283,145.012,Northern Metropolitan
Burnley,House,1202500,Sold,Jellis,24/09/2016,2,1,1,149,1900,Yarra City Council,-37.8287,145.0089,Northern Metropolitan
Burnley,House,1231010,Sold Prior,Jellis,10/12/2016,2,1,2,225,1910,Yarra City Council,-37.8285,145.0125,Northern Metropolitan
Burnley,House,1435000,Sold,Jellis,25/02/2017,3,1,0,182,1890,Yarra City Council,-37.8289,145.0089,Northern Metropolitan
Burnley,House,1837500,Sold,Jellis,27/05/2017,3,2,1,93,2014,Yarra City Council,-37.82921,145.00826,Northern Metropolitan
Burnley,House,1100000,Passed In,hockingstuart,17/06/2017,3,2,2,1212,2010,Yarra City Council,-37.82982,145.01038,Northern Metropolitan
Burnley,House,1940000,Sold,Jellis,17/02/2018,3,2,1,92,2015,Yarra City Council,-37.82922,145.00837,Northern Metropolitan
Burnside,House,580000,Sold,YPA,26/08/2017,3,2,2,461,2000,Melton City Council,-37.74518,144.74708,Western Metropolitan
Burnside,House,775100,Sold,HAR,28/10/2017,4,2,2,564,2003,Melton City Council,-37.7482,144.74472,Western Metropolitan
Burnside,House,665000,Sold,YPA,11/11/2017,4,2,2,507,1999,Melton City Council,-37.7484,144.7451,Western Metropolitan
Burnside,House,620000,Sold,YPA,11/11/2017,3,2,2,609,2000,Melton City Council,-37.7518,144.7491,Western Metropolitan
Burnside Heights,House,593000,Sold,Barry Plant,27/05/2017,4,2,2,480,2007,Melton City Council,-37.73321,144.75752,Western Metropolitan
Burnside Heights,House,535000,Sold,Barry Plant,1/07/2017,3,2,2,472,2005,Melton City Council,-37.7331,144.76282,Western Metropolitan
Burnside Heights,House,655000,Sold,YPA,23/09/2017,3,2,2,419,2007,Melton City Council,-37.73244,144.75669,Western Metropolitan
Burnside Heights,House,860000,Sold,YPA,28/10/2017,4,3,3,675,2006,Melton City Council,-37.73055,144.753,Western Metropolitan
Burnside Heights,House,575000,Sold Prior,Barry Plant,11/11/2017,4,2,2,368,2007,Melton City Council,-37.7366,144.7492,Western Metropolitan
Burnside Heights,House,660000,Sold,YPA,24/02/2018,3,2,2,415,2010,Melton City Council,-37.73285,144.7578,Western Metropolitan
Burwood,House,1755000,Sold,Buxton,4/02/2016,3,1,1,931,1970,Monash City Council,-37.854,145.1195,Southern Metropolitan
Burwood,House,1350000,Sold,Fletchers,16/04/2016,2,1,2,593,1950,Monash City Council,-37.8444,145.1054,Southern Metropolitan
Burwood,House,2000000,Sold,Fletchers,7/05/2016,4,3,2,928,1996,Monash City Council,-37.842,145.102,Southern Metropolitan
Burwood,House,633000,Sold,Noel,14/05/2016,2,1,1,276,1965,Monash City Council,-37.8454,145.0971,Southern Metropolitan
Burwood,Townhouse,900000,Passed In,Noel,22/05/2016,4,3,2,381,2013,Monash City Council,-37.8459,145.1041,Southern Metropolitan
Burwood,House,1300000,Sold,Marshall,4/06/2016,3,1,1,667,1950,Monash City Council,-37.8489,145.1093,Southern Metropolitan
Burwood,House,1160000,Sold,Greg,4/06/2016,3,1,1,786,1950,Monash City Council,-37.8525,145.1198,Southern Metropolitan
Burwood,House,1060000,Sold,Ray,12/06/2016,4,3,2,326,2013,Monash City Council,-37.8528,145.1129,Southern Metropolitan
Burwood,House,1800000,Passed In,Jellis,18/06/2016,4,2,2,1393,1963,Monash City Council,-37.8463,145.102,Southern Metropolitan
Burwood,Townhouse,1270000,Sold,Jellis,18/06/2016,4,2,2,399,2005,Monash City Council,-37.8597,145.1084,Southern Metropolitan
Burwood,House,1410000,Sold,Buxton,27/06/2016,3,2,3,739,1970,Monash City Council,-37.8552,145.1292,Southern Metropolitan
Burwood,House,900000,Sold,Jellis,13/08/2016,3,1,4,586,1955,Monash City Council,-37.856,145.1196,Southern Metropolitan
Burwood,Townhouse,702000,Sold,Barry Plant,28/08/2016,3,2,1,170,2001,Monash City Council,-37.8554,145.1089,Southern Metropolitan
Burwood,House,1590000,Sold,Jellis,3/09/2016,4,3,2,661,1940,Monash City Council,-37.848,145.098,Southern Metropolitan
Burwood,House,570000,Sold,Ray,17/09/2016,3,1,1,384,1950,Monash City Council,-37.8542,145.1138,Southern Metropolitan
Burwood,Townhouse,745000,Sold,Noel,17/09/2016,3,1,2,228,1998,Monash City Council,-37.8521,145.1187,Southern Metropolitan
Burwood,House,2150000,Sold,RW,17/09/2016,5,4,2,643,2014,Monash City Council,-37.8454,145.0974,Southern Metropolitan
Burwood,Unit,746000,Sold,Buxton,17/09/2016,3,1,2,308,1995,Monash City Council,-37.8505,145.1065,Southern Metropolitan
Burwood,House,1540000,Sold,Jellis,17/09/2016,3,2,2,653,1950,Monash City Council,-37.8445,145.1011,Southern Metropolitan
Burwood,House,1250000,Sold After Auction,Barry Plant,24/09/2016,4,2,2,499,2005,Monash City Council,-37.8593,145.1101,Southern Metropolitan
Burwood,House,1682000,Sold,Jellis,8/10/2016,4,2,1,921,1950,Monash City Council,-37.8494,145.1291,Southern Metropolitan
Burwood,House,790000,Sold,Fletchers,7/11/2016,3,1,2,318,1960,Monash City Council,-37.8544,145.1114,Southern Metropolitan
Burwood,House,1255000,Sold,Buxton,12/11/2016,4,2,2,438,2005,Monash City Council,-37.8599,145.1101,Southern Metropolitan
Burwood,House,1300000,Sold After Auction,Stockdale,3/12/2016,3,1,2,773,1960,Monash City Council,-37.8562,145.1104,Southern Metropolitan
Burwood,House,1890000,Sold,Ray,3/12/2016,4,2,2,1145,1960,Monash City Council,-37.8538,145.127,Southern Metropolitan
Burwood,Unit,1022500,Sold,Ray,3/12/2016,3,2,2,265,2000,Monash City Council,-37.8516,145.1056,Southern Metropolitan
Burwood,Unit,686000,Passed In,Ray,4/03/2017,3,1,2,273,1980,Monash City Council,-37.8473,145.1203,Southern Metropolitan
Burwood,Unit,650000,Passed In,Buxton,11/03/2017,2,1,1,194,1975,Monash City Council,-37.8509,145.1119,Southern Metropolitan
Burwood,House,1410000,Passed In,Fletchers,18/03/2017,5,2,1,824,1950,Monash City Council,-37.8535,145.1139,Southern Metropolitan
Burwood,House,1601000,Sold,McGrath,29/04/2017,4,2,1,863,1940,Monash City Council,-37.8539,145.1127,Southern Metropolitan
Burwood,House,1225000,Sold,Buxton,29/04/2017,5,1,2,633,1960,Monash City Council,-37.8557,145.1285,Southern Metropolitan
Burwood,House,1591000,Sold,Ray,6/05/2017,6,2,2,665,1950,Monash City Council,-37.8493,145.1283,Southern Metropolitan
Burwood,Unit,580000,Sold,McGrath,6/05/2017,2,1,1,153,1970,Monash City Council,-37.8528,145.1318,Southern Metropolitan
Burwood,Unit,605000,Sold,Noel,6/05/2017,2,1,1,81,1965,Monash City Council,-37.8495,145.0999,Southern Metropolitan
Burwood,House,1815000,Sold,Lindellas,20/05/2017,1,1,1,698,1960,Monash City Council,-37.8518,145.1278,Southern Metropolitan
Burwood,House,1590000,Sold Prior,Jellis,20/05/2017,3,2,4,862,1950,Monash City Council,-37.8603,145.0979,Southern Metropolitan
Burwood,House,1642000,Sold,Buxton,27/05/2017,7,4,2,765,1950,Monash City Council,-37.85103,145.11232,Southern Metropolitan
Burwood,Unit,700000,Sold,Buxton,3/06/2017,2,1,1,251,1975,Monash City Council,-37.84738,145.11997,Southern Metropolitan
Burwood,House,1390000,Sold After Auction,Fletchers,12/08/2017,4,2,1,627,1950,Monash City Council,-37.85374,145.12459,Southern Metropolitan
Burwood,House,1220000,Passed In,Noel,26/08/2017,3,2,2,261,2015,Monash City Council,-37.84691,145.10029,Southern Metropolitan
Burwood,House,1535000,Sold,Nelson,26/08/2017,4,3,2,1004,1950,Monash City Council,-37.84533,145.12764,Southern Metropolitan
Burwood,House,1322500,Sold,Buxton,26/08/2017,2,1,1,731,1950,Monash City Council,-37.85621,145.10641,Southern Metropolitan
Burwood,House,1750000,Sold,Fletchers,9/09/2017,4,2,4,514,2000,Monash City Council,-37.84248,145.10181,Southern Metropolitan
Burwood,House,1775000,Sold,Lindellas,16/09/2017,5,2,3,791,1960,Monash City Council,-37.84352,145.11981,Southern Metropolitan
Burwood,House,2315000,Sold Prior,Buxton,28/10/2017,10,9,2,612,2015,Monash City Council,-37.84461,145.10968,Southern Metropolitan
Burwood,House,1300000,Sold,Fletchers,18/11/2017,3,1,3,739,1960,Monash City Council,-37.8564,145.1058,Southern Metropolitan
Burwood,House,1320000,Sold,Lindellas,17/02/2018,3,2,2,595,1950,Monash City Council,-37.84579,145.10838,Southern Metropolitan
Burwood,House,1725000,Sold,Ray,24/02/2018,3,2,2,766,1960,Monash City Council,-37.849,145.11839,Southern Metropolitan
Burwood,House,1461000,Sold,Buxton,3/03/2018,3,1,1,674,1945,Monash City Council,-37.84533,145.09897,Southern Metropolitan
Burwood,House,1388000,Sold Prior,Buxton,3/03/2018,3,1,2,772,1960,Monash City Council,-37.85628,145.10906,Southern Metropolitan
Burwood,House,1217000,Sold,Buxton,17/03/2018,3,2,1,392,1950,Monash City Council,-37.84429,145.10199,Southern Metropolitan
Burwood East,Townhouse,780000,Passed In,Ray,27/05/2017,3,2,2,306,1999,Whitehorse City Council,-37.85473,145.1521,Eastern Metropolitan
Burwood East,House,1032000,Sold,Barry Plant,3/06/2017,4,2,2,599,1960,Whitehorse City Council,-37.848,145.14165,Eastern Metropolitan
Burwood East,House,1150000,Sold,Ray,8/07/2017,3,2,2,668,1965,Whitehorse City Council,-37.85695,145.15144,Eastern Metropolitan
Burwood East,House,1600000,Sold,Fletchers,8/07/2017,4,2,2,592,2007,Whitehorse City Council,-37.84839,145.14299,Eastern Metropolitan
Burwood East,Unit,835000,Sold,Ray,29/07/2017,3,2,2,347,2000,Whitehorse City Council,-37.85377,145.15512,Eastern Metropolitan
Burwood East,House,1000000,Passed In,Fletchers,19/08/2017,4,2,2,788,1960,Whitehorse City Council,-37.85985,145.15656,Eastern Metropolitan
Burwood East,House,1260000,Sold,Harcourts,28/10/2017,4,2,2,582,1970,Whitehorse City Council,-37.85144,145.14736,Eastern Metropolitan
Burwood East,House,970000,Passed In,Buxton,18/11/2017,3,2,2,536,1960,Whitehorse City Council,-37.8485,145.1492,Eastern Metropolitan
Burwood East,House,1020000,Sold,Ray,10/02/2018,3,1,1,547,1960,Whitehorse City Council,-37.8506,145.16325,Eastern Metropolitan
Burwood East,House,1250000,Sold,Barry Plant,17/02/2018,3,1,1,598,1963,Whitehorse City Council,-37.8548,145.13302,Eastern Metropolitan
Burwood East,House,1290000,Sold,Noel,3/03/2018,4,2,2,466,2003,Whitehorse City Council,-37.85275,145.16108,Eastern Metropolitan
Burwood East,House,1140000,Sold,Buxton,3/03/2018,3,1,2,585,1976,Whitehorse City Council,-37.85005,145.15652,Eastern Metropolitan
Burwood East,House,1177000,Sold,hockingstuart,3/03/2018,3,2,2,608,1979,Whitehorse City Council,-37.84767,145.15369,Eastern Metropolitan
Cairnlea,House,821000,Passed In,Sweeney,3/06/2017,4,2,2,638,2009,Brimbank City Council,-37.76189,144.78517,Western Metropolitan
Cairnlea,House,630000,Passed In,YPA,1/07/2017,3,2,2,397,2007,Brimbank City Council,-37.75107,144.78415,Western Metropolitan
Cairnlea,House,636000,Sold,YPA,8/07/2017,3,2,2,585,2000,Brimbank City Council,-37.75777,144.77974,Western Metropolitan
Cairnlea,House,640000,Sold,HAR,29/07/2017,3,2,2,316,2008,Brimbank City Council,-37.76048,144.78847,Western Metropolitan
Cairnlea,House,734000,Sold,Barry Plant,17/03/2018,4,2,2,571,2004,Brimbank City Council,-37.76437,144.79517,Western Metropolitan
Camberwell,House,1800000,Sold Prior,Marshall,16/04/2016,3,2,0,584,1920,Boroondara City Council,-37.8349,145.0758,Southern Metropolitan
Camberwell,House,1400000,Passed In,Jellis,16/04/2016,3,0,0,693,1935,Boroondara City Council,-37.836,145.0914,Southern Metropolitan
Camberwell,House,2600000,Passed In,Jellis,7/05/2016,3,2,2,600,1897,Boroondara City Council,-37.8237,145.0638,Southern Metropolitan
Camberwell,House,2325000,Passed In,Marshall,7/05/2016,3,2,2,1133,1930,Boroondara City Council,-37.8426,145.0943,Southern Metropolitan
Camberwell,House,2000000,Passed In,Marshall,14/05/2016,5,3,2,801,1920,Boroondara City Council,-37.84,145.0548,Southern Metropolitan
Camberwell,House,2125000,Passed In,Marshall,28/05/2016,4,3,2,603,1980,Boroondara City Council,-37.8437,145.069,Southern Metropolitan
Camberwell,House,2030000,Sold,Jellis,28/05/2016,4,2,2,686,1960,Boroondara City Council,-37.8458,145.0611,Southern Metropolitan
Camberwell,House,950000,Sold Prior,Jellis,4/06/2016,2,1,2,230,1994,Boroondara City Council,-37.8448,145.0723,Southern Metropolitan
Camberwell,Unit,615000,Sold,Noel,4/06/2016,2,1,1,1107,1960,Boroondara City Council,-37.8347,145.057,Southern Metropolitan
Camberwell,House,1987000,Sold,Jellis,4/06/2016,3,2,2,706,1960,Boroondara City Council,-37.8457,145.0611,Southern Metropolitan
Camberwell,Unit,683000,Sold,RT,4/06/2016,2,1,1,146,1970,Boroondara City Council,-37.8357,145.0697,Southern Metropolitan
Camberwell,House,1690000,Passed In,hockingstuart,4/06/2016,3,2,1,777,1950,Boroondara City Council,-37.8431,145.0962,Southern Metropolitan
Camberwell,Unit,717000,Sold Prior,Noel,4/06/2016,2,1,1,136,1960,Boroondara City Council,-37.8469,145.0589,Southern Metropolitan
Camberwell,House,2000000,Sold,Jellis,12/06/2016,3,1,2,821,1925,Boroondara City Council,-37.8459,145.0644,Southern Metropolitan
Camberwell,House,1302000,Sold,Fletchers,12/06/2016,2,1,1,427,1938,Boroondara City Council,-37.8367,145.0934,Southern Metropolitan
Camberwell,Unit,667000,Sold,Woodards,27/06/2016,2,1,1,83,1960,Boroondara City Council,-37.8355,145.0633,Southern Metropolitan
Camberwell,House,620000,Passed In,Jellis,13/08/2016,2,1,1,122,1960,Boroondara City Council,-37.8439,145.0718,Southern Metropolitan
Camberwell,House,2177000,Sold,Kay,22/08/2016,3,1,2,635,1920,Boroondara City Council,-37.8454,145.0707,Southern Metropolitan
Camberwell,House,2000000,Passed In,Noel,28/08/2016,4,3,4,697,1980,Boroondara City Council,-37.836,145.056,Southern Metropolitan
Camberwell,House,706000,Sold,Fletchers,28/08/2016,2,1,1,95,1960,Boroondara City Council,-37.8399,145.0912,Southern Metropolitan
Camberwell,House,2250000,Passed In,Marshall,28/08/2016,5,5,1,639,2010,Boroondara City Council,-37.8303,145.0668,Southern Metropolitan
Camberwell,House,2740000,Sold,Fletchers,28/08/2016,4,2,2,643,2005,Boroondara City Council,-37.8421,145.0719,Southern Metropolitan
Camberwell,House,2650000,Sold,Jellis,3/09/2016,4,2,1,652,1890,Boroondara City Council,-37.8286,145.0686,Southern Metropolitan
Camberwell,Unit,900000,Sold,Jellis,17/09/2016,2,1,1,150,1970,Boroondara City Council,-37.8438,145.066,Southern Metropolitan
Camberwell,House,2700000,Passed In,Jellis,17/09/2016,5,3,2,802,1994,Boroondara City Council,-37.8442,145.0578,Southern Metropolitan
Camberwell,House,2608000,Sold,Marshall,15/10/2016,5,2,4,730,1920,Boroondara City Council,-37.8424,145.0639,Southern Metropolitan
Camberwell,House,1780000,Sold,Fletchers,15/10/2016,3,1,1,769,1930,Boroondara City Council,-37.8482,145.0949,Southern Metropolitan
Camberwell,Unit,435000,Sold Prior,LITTLE,7/11/2016,2,1,1,896,1960,Boroondara City Council,-37.8479,145.0958,Southern Metropolitan
Camberwell,House,1622000,Sold Prior,Noel,12/11/2016,3,1,1,544,1930,Boroondara City Council,-37.8436,145.0581,Southern Metropolitan
Camberwell,Unit,435000,Sold Prior,LITTLE,12/11/2016,2,1,1,896,1960,Boroondara City Council,-37.8479,145.0958,Southern Metropolitan
Camberwell,House,2015000,Sold,Jellis,27/11/2016,4,1,4,772,1920,Boroondara City Council,-37.8441,145.0806,Southern Metropolitan
Camberwell,Unit,700000,Sold,Marshall,27/11/2016,2,1,1,631,1970,Boroondara City Council,-37.8434,145.081,Southern Metropolitan
Camberwell,House,3225000,Sold,Marshall,27/11/2016,4,3,1,632,1890,Boroondara City Council,-37.8244,145.064,Southern Metropolitan
Camberwell,Unit,729000,Sold,Noel,3/12/2016,2,1,1,137,1970,Boroondara City Council,-37.8459,145.088,Southern Metropolitan
Camberwell,House,2600000,Passed In,Marshall,3/12/2016,5,4,1,708,1940,Boroondara City Council,-37.8386,145.067,Southern Metropolitan
Camberwell,House,1650000,Sold,Marshall,3/12/2016,3,2,2,305,1998,Boroondara City Council,-37.8365,145.0802,Southern Metropolitan
